鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
大同區,房地(土地+建物),臺北市大同區西寧北路51~100號,14.5,其他,,,10107,土地1建物2車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780320,86.48,2,1,2,有,無,12380000,143156,,0,0,301322,2771943
大同區,建物,臺北市大同區南京西路233巷1~50號,0,,,,10108,土地0建物1車位0,一層，二層，騎樓,2,店面(店鋪),,磚造,,99.03,0,0,0,無,無,11000000,111077,,0,0,301492,2771881
文山區,房地(土地+建物),臺北市文山區木柵路二段109巷25弄101~150號,77.44,住,,,10108,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711220,127.01,4,2,0,有,有,11700000,92119,,0,0,306726,2764792
文山區,房地(土地+建物),臺北市文山區景華街176巷51~100號,48.53,住,,,10108,土地1建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,870327,89.16,3,2,2,有,無,11100000,124491,,0,0,305485,2765403
文山區,房地(土地+建物),臺北市文山區政大三街1~50號,15.87,住,,,10108,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950724,33.46,1,0,1,有,有,4350000,130002,,0,0,308757,2764350
中正區,房地(土地+建物),臺北市中正區羅斯福路三段51~100號,8.86,商,,,10107,土地4建物1車位0,十一層，陽台,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,650619,102.37,3,2,2,有,有,23000000,224680,,0,0,303188,2768240
文山區,房地(土地+建物),臺北市中正區景福街242巷1~50號,37.78,住,,,10108,土地3建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720317,138.9,3,2,2,有,無,14800000,106551,,0,0,304456,2765116
中正區,土地,河堤段三小段451~500地號,9.12,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,272518,29865,,0,0,302754,2768300
文山區,房地(土地+建物),臺北市文山區辛亥路四段77巷101~150號,79.88,住,,,10107,土地2建物2車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840516,139.66,3,2,2,有,有,13500000,96667,,0,0,306602,2766934
文山區,房地(土地+建物),臺北市文山區興隆路二段203巷51~100號,19.69,住,,,10108,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860623,83.27,2,2,1,有,有,8160000,97989,,0,0,305265,2766201
中正區,土地,福和段一小段351~400地號,1,住,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,475000,475000,,0,0,303348,2767881
文山區,房地(土地+建物)+車位,臺北市文山區保儀路13巷1~50號,17.91,住,,,10107,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990520,206.78,3,1,2,有,有,28000000,135412,坡道平面,27.11,0,307576,2764591
文山區,房地(土地+建物),臺北市文山區和興路52巷7弄1~50號,21.41,住,,,10109,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851227,102.54,3,2,1,有,有,12000000,117027,,0,0,305318,2764165
中正區,房地(土地+建物)+車位,臺北市文山區重慶南路三段151~200號,5.25,住,,,10108,土地2建物2車位1,七層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010315,57.57,1,1,1,有,有,8110000,156905,坡道機械,16.08,1600000,302166,2768382
文山區,房地(土地+建物),臺北市文山區辛亥路六段21巷1~50號,64.76,住,,,10108,土地8建物1車位0,四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880809,146.43,3,2,2,有,有,18460000,126069,,0,0,305818,2764775
文山區,房地(土地+建物),臺北市文山區和興路51~100號,11.64,商,,,10107,土地1建物1車位0,八層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950906,66.66,1,2,1,有,有,10700000,160525,,0,0,305333,2764201
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段51~100號,6.99,商,,,10108,土地1建物6車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,109.34,2,2,1,有,有,16800000,153644,升降機械,18.66,0,301114,2770948
中正區,土地,臨沂段四小段101~150地號,218.3,住,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,172000000,787907,,0,0,303491,2769959
萬華區,房地(土地+建物),臺北市萬華區中華路二段651~700號,11,住,,,10107,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780811,82.94,3,2,1,有,有,12750000,153722,,0,0,301599,2768515
萬華區,房地(土地+建物),臺北市萬華區萬大路51~100號,18.73,商,,,10108,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,750903,93.88,2,2,2,有,無,12300000,131021,,0,0,300562,2769321
內湖區,房地(土地+建物),臺北市內湖區內湖路三段329巷4弄1~50號,23.6,住,,,10108,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680504,70.63,3,2,1,有,無,8300000,117514,,0,0,309029,2775703
中山區,房地(土地+建物),臺北市中山區新生北路二段51~100號,6.88,商,,,10108,土地3建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711224,70.04,2,1,1,有,無,8100000,115656,,0,0,303198,2772419
中山區,房地(土地+建物)+車位,臺北市中山區北安路630巷1~50號,35.96,住,,,10108,土地1建物2車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830722,224.75,4,2,2,有,有,43500000,193546,坡道平面,42.84,0,305497,2775059
內湖區,房地(土地+建物)+車位,臺北市內湖區基湖路10巷1~50號,50.99,工,,,10108,土地1建物2車位2,四層,8,辦公商業大樓,工業用,鋼筋混凝土造,880415,356.42,0,0,0,無,無,45000000,126255,坡道平面,75.14,0,306861,2774966
中山區,房地(土地+建物),臺北市中山區中山北路一段51~100號,2.78,商,,,10108,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980327,31.4,1,0,1,有,有,6470000,206045,,0,0,302571,2771322
中山區,房地(土地+建物),臺北市中山區新生北路二段28巷1~50號,7.14,其他,,,10108,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780517,60.77,1,1,1,有,有,10910000,179520,,0,0,303156,2771858
內湖區,房地(土地+建物),臺北市內湖區星雲街16巷1~50號,23.24,其他,,,10108,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730402,89.72,3,1,1,有,無,11000000,122604,,0,0,309655,2774504
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段413巷1~50號,57.69,住,,,10108,土地1建物1車位2,一層,7,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,911227,272.92,3,2,2,有,有,41500000,152059,坡道平面,69.88,0,310800,2773727
內湖區,房地(土地+建物),臺北市內湖區文德路210巷30弄51~100號,25.1,住,,,10107,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720422,109.37,3,2,2,有,無,14500000,132583,,0,0,309077,2774426
內湖區,房地(土地+建物),臺北市內湖區內湖路一段217巷1~50號,38.63,住,,,10108,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,721117,117.91,3,2,2,有,有,16500000,139940,,0,0,306961,2775160
內湖區,房地(土地+建物),臺北市內湖區民權東路六段90巷5弄1~50號,32.64,住,,,10108,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,701028,220.1,5,2,2,有,無,25000000,113585,,0,0,309198,2773472
內湖區,房地(土地+建物)+車位,臺北市內湖區洲子街51~100號,97.93,工,,,10108,土地1建物2車位1,九層,10,辦公商業大樓,工業用,鋼筋混凝土造,871029,555.86,0,0,0,無,有,82230000,147932,坡道平面,0,0,307603,2774786
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段39巷1~50號,33.17,商,,,10108,土地1建物1車位2,二層,10,其他,商業用,鋼筋混凝土造,871028,193.09,0,0,0,無,有,38000000,196797,升降平面,0,0,302873,2771821
內湖區,房地(土地+建物)+車位,臺北市內湖區安康路301~350號,20.97,住,,,10108,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930611,103.39,2,1,1,有,有,13000000,125732,坡道平面,0,0,311775,2773194
中山區,房地(土地+建物),臺北市中山區龍江路387巷1~50號,29.5,住,,,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731214,107.87,2,2,1,有,無,26000000,241024,,0,0,304651,2773107
內湖區,房地(土地+建物),臺北市內湖區康樂街136巷30弄51~100號,27.68,住,,,10108,土地1建物2車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,761207,99.65,3,2,2,有,無,9900000,99346,,0,0,312281,2773893
內湖區,房地(土地+建物),臺北市中山區安康路434巷1~50號,43.55,住,,,10108,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700716,116.35,0,0,0,無,無,11800000,101418,,0,0,312041,2773290
內湖區,房地(土地+建物),臺北市內湖區環山路二段109巷3弄1~50號,21.43,住,,,10109,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,680316,73,3,2,1,有,無,11000000,150685,,0,0,308054,2775196
內湖區,房地(土地+建物)+車位,臺北市內湖區港華街51~100號,10.64,住,,,10107,土地1建物4車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010515,84.06,2,1,1,有,有,13870000,165012,坡道平面,23.46,0,307886,2775164
內湖區,房地(土地+建物)+車位,臺北市內湖區港華街51~100號,11.6,住,,,10107,土地1建物2車位2,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010515,89.4,2,1,1,有,有,14630000,163646,坡道機械,15.72,0,307885,2775165
中山區,房地(土地+建物),臺北市中山區敬業二路69巷1~50號,13.68,商,,,10108,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,921121,49.01,2,2,2,有,有,14500000,295873,,0,0,305902,2774924
中山區,房地(土地+建物),臺北市中山區合江街188巷1~50號,15.01,住,,,10108,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661231,95.03,3,2,2,有,無,17400000,183094,,0,0,304347,2772658
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷36弄1~50號,17.96,住,,,10107,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660524,95.75,3,2,2,有,有,19500000,203661,,0,0,307201,2771393
南港區,房地(土地+建物)+車位,臺北市南港區重陽路301~350號,20.08,商,,,10108,土地1建物1車位1,七層,19,其他,商業用,鋼筋混凝土造,890811,184.85,3,2,2,有,有,24390000,131948,坡道機械,24.82,0,311116,2772294
南港區,房地(土地+建物)+車位,臺北市南港區惠民街51~100號,47.72,住,,,10108,土地1建物1車位2,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990714,213.74,4,2,2,有,無,39580000,185180,坡道平面,0,0,311567,2772407
信義區,房地(土地+建物),臺北市松山區福德街84巷1弄1~50號,12.75,住,,,10108,土地1建物1車位0,一層，平台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,32.48,3,1,1,有,無,5000000,153917,,0,0,308634,2770020
南港區,車位,臺北市南港區東新街180巷1~50號,0.54,住,,,10108,土地0建物0車位1,,,其他,,,,0,0,0,0,有,無,1850000,,坡道平面,54,1850000,309905,2770960
南港區,房地(土地+建物),臺北市南港區經貿二路157巷36弄101~150號,22.67,住,,,10108,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,981002,96.98,2,2,1,有,有,20000000,206229,,0,0,312063,2772781
北投區,房地(土地+建物),臺北市北投區中和街351~400號,22.42,住,,,10108,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680611,69.69,2,2,1,有,無,5360000,76912,,0,0,300300,2781647
北投區,房地(土地+建物),臺北市北投區文林北路251~300號,13.41,住,,,10108,土地1建物1車位0,八層,11,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870807,78.51,3,2,2,有,有,13930000,177435,,0,0,301730,2778007
北投區,房地(土地+建物),臺北市北投區大興街51~100號,10.21,住,,,10107,土地1建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831116,39.49,1,1,1,有,無,5200000,131663,,0,0,300458,2780300
士林區,房地(土地+建物),臺北市士林區天母東路51~100號,36.94,商,,,10108,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750902,204.73,3,2,3,有,有,38800000,189521,,0,0,303844,2778970
北投區,房地(土地+建物),臺北市北投區行義路170巷1~50號,33.81,住,,,10107,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840930,62.33,2,2,1,有,無,7350000,117930,,0,0,303332,2780429
大安區,房地(土地+建物),臺北市大安區大安路二段101~150號,26.72,住,,,10108,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,741210,130.11,3,2,2,有,有,39360000,302505,,0,0,305087,2769252
大安區,房地(土地+建物)+車位,臺北市大安區臥龍街251~300號,23.46,住,,,10108,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871201,114.77,3,2,2,有,有,17880000,155795,坡道機械,18.75,0,306441,2767775
大安區,房地(土地+建物),臺北市大安區忠孝東路三段201~250號,20.04,住,,,10108,土地2建物1車位0,四層,14,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,760423,110.46,3,2,2,有,有,23000000,208223,,0,0,304464,2770426
中正區,房地(土地+建物),臺北市中正區水源路101~150號,34.5,住,,,10008,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,581007,118.57,3,2,1,有,無,15100000,127351,,0,0,302340,2768244
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段145巷1~50號,44.56,住,,,10104,土地1建物1車位2,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891122,282.27,5,2,2,有,有,34200000,121159,坡道平面,82.3,0,306831,2764283
萬華區,房地(土地+建物),臺北市萬華區成都路1~50號,29,商,,,10108,土地2建物1車位0,全,6,透天厝,,加強磚造,,155.52,0,6,2,有,無,71000000,456533,,0,0,301132,2770598
大同區,房地(土地+建物)+車位,臺北市大同區歸綏街101~150號,10.21,商,,,10107,土地2建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,860331,107.35,2,2,1,有,有,14200000,132275,坡道機械,0,0,301940,2772320
中正區,房地(土地+建物),臺北市中正區中山北路一段26巷1~50號,18.96,商,,,10106,土地1建物4車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,55.27,0,1,1,有,無,25800000,466763,,0,0,302414,2771046
中山區,房地(土地+建物),臺北市中山區松江路330巷51~100號,6.52,住,,,10107,土地1建物1車位0,四層,9,套房(1房1廳1衛),住家用,鋼筋混凝土造,961207,43.47,1,1,1,有,有,8600000,197822,,0,0,303615,2772665
中山區,房地(土地+建物),臺北市中山區民生東路二段90巷1~50號,29.25,其他,,,10107,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,81.68,3,2,2,有,無,12400000,151812,,0,0,303549,2772241
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段1~50號,8.03,住,,,10107,土地2建物1車位1,三層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,950713,113.3,1,1,1,無,無,15750000,139017,坡道平面,0,0,304253,2771781
內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街114巷1~50號,19.29,住,,,10107,土地1建物2車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980929,133.08,2,2,1,有,有,11800000,88672,坡道平面,0,0,312212,2774489
中山區,土地,正義段二小段401~450地號,11.66,住,,,10107,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,7610000,652435,,0,0,302983,2771380
信義區,土地,祥和段四小段201~250地號,182,其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,29559000,162412,,0,0,307805,2768447
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段1~50號,31.51,住,,,10107,土地1建物2車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961121,157.84,3,2,2,有,有,25840000,163711,坡道機械,0,0,311297,2773965
信義區,房地(土地+建物),臺北市信義區永吉路201~250號,6.97,商,,,10107,土地2建物2車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,64.94,2,1,1,有,有,14000000,215585,,0,0,307887,2770904
